,year,category,nominee,artist,workers,winner
1013,2012,Best Orchestral Performance,Adams: Harmonielehre & Short Ride In A Fast Machine,,"Michael Tilson Thomas, conductor; Jack Vad, producer; Roni Jules, Gus Polleck, Uwe Willenbacher & Denise Woodward, engineers/mixers (San Francisco Symphony)",True
1014,2012,Best Opera Recording,Wagner: Der Ring Des Nibelungen,,"James Levine & Fabio Luisi, conductors; Jay David Saks, producer; Hans-Peter König, Jay Hunter Morris, Bryn Terfel & Deborah Voigt, soloists; Jay David Saks, engineer/mixer (The Metropolitan Opera Chorus; The Metropolitan Opera Orchestra)",True
1015,2012,Best Choral Performance,Life & Breath - Choral Works By René Clausen,,"Charles Bruffy, conductor; Blanton Alspaugh, producer; Tom Caulfield & John Newton, engineers/mixers (Lindsey Lang, Matthew Gladden, Pamela Williamson, Rebecca Lloyd & Sarah Tannehill; Kansas City Chorale)",True
1016,2012,Best Chamber Music/Small Ensemble Performance,Meanwhile,,"Judith Sherman, producer; Eighth Blackbird (Matt Albert, Matthew Duvall, Lisa Kaplan, Michael J. Maccaferri, Tim Munro & Nicholas Photinos), ensembles; Bill Maylone, engineer/mixer",True
1017,2012,Best Classical Instrumental Solo,Kurtág & Ligeti: Music For Viola,,"Kim Kashkashian; Manfred Eicher, producer; Peter Laenger, engineer/mixer",True
1018,2012,Best Classical Vocal Solo,Poèmes,,"Renée Fleming, soloist; Arnaud Moral, producer; Christian Lahondes, engineer/mixer (Alan Gilbert & Seiji Ozawa; Orchestre National De France & Orchestre Philharmonique De Radio France)",True
1019,2012,Best Classical Compendium,Penderecki: Fonogrammi; Horn Concerto; Partita; The Awakening Of Jacob; Anaklasis,,"Antoni Wit, conductor; Aleksandra Nagórko & Andrzej Sasin, producers; Aleksandra Nagórko & Andrzej Sasin, engineers/mixers (Antoni Wit)",True
1020,2012,Best Contemporary Classical  Composition,"Hartke, Stephen: Meanwhile - Incidental Music To Imaginary Puppet Plays",,"Stephen Hartke, composer",True
1021,2012,Best Short Form Music Video,We Found Love,Rihanna Featuring Calvin Harris,"Melina Matsoukas, video director; Juliette Larthe, Candice Ouaknine, Ben Sullivan & Inga Veronique, video producers",True
1022,2012,Best Long Form Music Video,Big Easy Express,"Mumford & Sons, Edward Sharpe & The Magnetic Zeros & Old Crow Medicine Show","Emmett Malloy, video director; Bryan Ling, Mike Luba & Tim Lynch, video producers",True
1023,2011,Record Of The Year,Rolling In The Deep,Adele,"Paul Epworth, producer; Tom Elmhirst & Mark Rankin, engineers/mixers",True
1024,2011,Album Of The Year,21,Adele,"Jim Abbiss, Adele, Paul Epworth, Rick Rubin, Fraser T. Smith, Ryan Tedder & Dan Wilson, producers; Jim Abbiss, Philip Allen, Beatriz Artola, Ian Dowling, Tom Elmhirst, Greg Fidelman, Dan Parry, Steve Price, Mark Rankin, Andrew Scheps, Fraser T. Smith & Ryan Tedder, engineers/mixers; Tom Coyne, mastering engineer",True
1025,2011,Song Of The Year,Rolling In The Deep,,"Adele & Paul Epworth, songwriters (Adele)",True
1026,2011,Best New Artist,Bon Iver,,,True
1027,2011,Best Pop Solo Performance,Someone Like You,Adele,,True
1028,2011,Best Pop Duo/Group Performance,Body And Soul,Tony Bennett & Amy Winehouse,,True
1029,2011,Best Pop Instrumental Album,The Road From Memphis,Booker T. Jones,"Booker T. Jones, Rob Schnapf & Ahmir ""?uestlove"" Thompson, producers; Gabriel Roth & Rob Schnapf, engineers/mixers",True
1030,2011,Best Pop Vocal Album,21,Adele,,True
1031,2011,Best Dance Recording,Scary Monsters And Nice Sprites,Skrillex,"Skrillex, producer; Skrillex, mixer",True
1032,2011,Best Dance/Electronica Album,Scary Monsters And Nice Sprites,Skrillex,"Skrillex, producer; Skrillex, engineer/mixer",True
1033,2011,Best Traditional Pop Vocal Album,Duets II,Tony Bennett & Various Artists,"Dae Bennett & Phil Ramone, producers; Dae Bennett, engineer/mixer",True
1034,2011,Best Rock Performance,Walk,Foo Fighters,,True
1035,2011,Best Hard Rock/Metal Performance,White Limo,Foo Fighters,,True
1036,2011,Best Rock Song,Walk,,"David Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett & Pat Smear, songwriters (Foo Fighters)",True
1037,2011,Best Rock Album,Wasting Light,Foo Fighters,"Butch Vig, producer; James Brown & Alan Moulder, engineers/mixers",True
1038,2011,Best Alternative Music Album,Bon Iver,Bon Iver,"Brian Joseph, engineer/mixer",True
1039,2011,Best R&B Performance,Is This Love,Corinne Bailey Rae,,True
1040,2011,Best Traditional R&B Performance,Fool For You,Cee Lo Green & Melanie Fiona,,True
1041,2011,Best R&B Song,Fool For You,,"Melanie Fiona, Cee Lo Green & Jack Splash, songwriters (Cee Lo Green & Melanie Fiona)",True
1042,2011,Best R&B Album,F.A.M.E.,Chris Brown,"Brian Springer, engineer/mixer",True
1043,2011,Best Rap Performance,Otis,Jay-Z & Kanye West,,True
1044,2011,Best Rap/Sung Collaboration,All Of The Lights,"Kanye West, Rihanna, Kid Cudi & Fergie",,True
1045,2011,Best Rap Song,All Of The Lights,,"Jeff Bhasker, Stacy Ferguson, Malik Jones, Terius ""The Dream"" Nash, Warren Trotter & Kanye West, songwriters (Kanye West, Rihanna, Kid Cudi & Fergie)",True
1046,2011,Best Rap Album,My Beautiful Dark Twisted Fantasy,Kanye West,"Kanye West, producer; Andrew Dawson, Mike Dean, Noah Goldstein & Anthony Kilhoffer, engineers/mixers",True
1047,2011,Best Country Solo Performance,Mean,Taylor Swift,,True
1048,2011,Best Country Duo/Group Performance,Barton Hollow,The Civil Wars,,True
1049,2011,Best Country Song,Mean,,"Taylor Swift, songwriter (Taylor Swift)",True
1050,2011,Best Country Album,Own The Night,Lady Antebellum,"Lady Antebellum & Paul N. Worley, producers; L Clarke Schleicher, engineer/mixer",True
1051,2011,Best New Age Album,What's It All About,Pat Metheny,"Pat Metheny, producer; Pete Karam, Pat Metheny & David Oakes, engineers/mixers",True
1052,2011,Best Improvised Jazz Solo,500 Miles High,,"Chick Corea, soloist",True
1053,2011,Best Jazz Vocal Album,The Mosaic Project,Terri Lyne Carrington & Various Artists,"Terri Lyne Carrington, producer; Mike Marciano & Martin Walters, engineers/mixers",True
1054,2011,Best Jazz Instrumental Album,Forever,"Corea, Clarke & White","Stanley Clarke, Chick Corea & Lenny White, producers; Bernie Kirsh, Buck Snow & Brian Vibberts, engineers/mixers",True
1055,2011,Best Large Jazz Ensemble Album,The Good Feeling,Christian McBride Big Band,"Joe Ferla, engineer/mixer",True
1056,2011,Best Gospel/Contemporary Christian Music Performance,Jesus,Le'Andria Johnson,,True
1057,2011,Best Gospel Song,Hello Fear,,"Kirk Franklin, songwriter (Kirk Franklin)",True
1058,2011,Best Contemporary Christian Music Song,Blessings,,"Laura Story, songwriter (Laura Story)",True
1059,2011,Best Gospel Album,Hello Fear,Kirk Franklin,"Kirk Franklin & Shaun Martin, producers; Jeffrey Chestek, John Jaszcz & Tre Nagella, engineers/mixers",True
1060,2011,Best Contemporary Christian Music Album,And If Our God Is For Us...,Chris Tomlin,"Ed Cash, producer; Ed Cash, Jim Deneen & F. Reid Shippen, engineers/mixers",True
1061,2011,"Best Latin Pop, Rock, Or Urban Album",Drama Y Luz,Maná,"Benny Faccone, Arturo ""Tuti"" Perales, Thom Russo, Fabián Serrano & Fernando Villín, engineers/mixers",True
1062,2011,Best Regional Mexican Or Tejano Album,Bicentenario,Pepe Aguilar,"Norberto Islas, engineer/mixer",True
1063,2011,Best Banda Or Norteño Album,Los Tigres Del Norte And Friends,Los Tigres Del Norte,"Gustavo Borner & Los Tigres Del Norte, producers; Nick Baxter, Gustavo Borner, Juan Pablo Fallucca & Justin Moshkevich, engineers/mixers",True
1064,2011,Best Tropical Latin Album,The Last Mambo,Cachao,"Nelson Albareda, Daniel Palacio, Omer Pardillo-Cid & Christian Thomas, producers; Alex Arias & Waldy D., engineers/mixers",True
1065,2011,Best Americana Album,Ramble At The Ryman,Levon Helm,"Larry Campbell, Jed Hilly & Danny Petraitis, producers; Michael Davis & Justin Guip, engineers/mixers",True
1066,2011,Best Bluegrass Album,Paper Airplane,Alison Krauss & Union Station,"Alison Krauss & Union Station, producers; Neal Cappellino & Mike Shipley, engineers/mixers",True
1067,2011,Best Blues Album,Revelator,Tedeschi Trucks Band,"Jim Scott, producer; Jim Scott & Bobby Tis, engineers/mixers",True
1068,2011,Best Folk Album,Barton Hollow,The Civil Wars,"Charlie Peacock, producer; Richie Biggs, engineer/mixer",True
1069,2011,Best Regional Roots Music Album,Rebirth Of New Orleans,Rebirth Brass Band,"Tracey Freeman, producer; Chris Finney, engineer/mixer",True
1070,2011,Best Reggae Album,Revelation Pt. 1: The Root Of Life,Stephen Marley,"Paul Fakhourie & Stephen Marley, producers; Errol Brown, Marc Lee & Roland McDermot, engineers/mixers",True
1071,2011,Best World Music Album,Tassili,Tinariwen,"Ian Brennan & Jean Paul Romann, producers; David Odlum & Jean Paul Romann, engineers/mixers",True
1072,2011,Best Children's Album,All About Bullies... Big And Small,(Various Artists),,True
1073,2011,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",If You Ask Me (And Of Course You Won't),Betty White,"Kevin Thomsen, producer; Pete Pantelis & Jeremy Wesley, engineers/mixers",True
1074,2011,Best Comedy Album,Hilarious,Louis C.K.,"Michelle Caputo, Shannon Hartman & Jack Vaughn, producers; Jon D'Uva, engineer/mixer",True
1075,2011,Best Musical Theater Album,The Book Of Mormon,,"Josh Gad & Andrew Rannells; Robert Lopez, Trey Parker & Matt Stone, composers/lyricists; Anne Garefino, Robert Lopez, Stephen Oremus, Trey Parker, Scott Rudin & Matt Stone, producers; Frank Filipetti, engineer/mixer (Original Broadway Cast)",True
1076,2011,Best Compilation Soundtrack For Visual Media,Boardwalk Empire: Volume 1,(Various Artists),"Stewart Lerman, Randall Poster & Kevin Weaver, producers; Stewart Lerman, engineer/mixer",True
1077,2011,Best Score Soundtrack For Visual Media,The King's Speech,,"Alexandre Desplat, composer; Alexandre Desplat, producer (Alexandre Desplat)",True
1078,2011,Best Song Written For Visual Media,I See The Light (From Tangled),"Alan Menken & Glenn Slater, songwriters (Mandy Moore & Zachary Levi)",,True
1079,2011,Best Instrumental Composition,Life In Eleven,,"Béla Fleck & Howard Levy, composers (Béla Fleck & The Flecktones)",True
1080,2011,Best Instrumental Arrangement,Rhapsody In Blue,,"Gordon L. Goodwin, arranger (Gordon Goodwin's Big Phat Band)",True
1081,2011,Best Instrumental Arrangement Accompanying Vocalist(s),Who Can I Turn To (When Nobody Needs Me),,"Jorge Calandrelli, arranger (Tony Bennett & Queen Latifah)",True
1082,2011,Best Recording Package,Scenes From The Suburbs,,"Caroline Robert, art director (Arcade Fire)",True
1083,2011,Best Boxed Or Special Limited Edition Package,The Promise: The Darkness On The Edge Of Town Story,,"David Bett & Michelle Holme, art directors (Bruce Springsteen)",True
1084,2011,Best Album Notes,"Hear Me Howling!: Blues, Ballads & Beyond As Recorded By The San Francisco Bay By Chris Strachwitz In The 1960s",,"Adam Machado, album notes writer (Various Artists)",True
1085,2011,Best Historical Album,Band On The Run (Paul McCartney Archive Collection - Deluxe Edition),,"Paul McCartney, compilation producer; Sam Okell & Steve Rooke, mastering engineers (Paul McCartney & Wings)",True
1086,2011,"Best Engineered Album, Non-Classical",Paper Airplane,,"Neal Cappellino & Mike Shipley, engineers; Brad Blackwood, mastering engineer (Alison Krauss & Union Station)",True
1087,2011,"Producer Of The Year, Non-Classical",Paul Epworth,,,True
1088,2011,"Best Remixed Recording, Non-Classical",Cinema (Skrillex Remix),,"Skrillex, remixer (Benny Benassi)",True
1089,2011,Best Surround Sound Album,Layla And Other Assorted Love Songs (Super Deluxe Edition),,"Elliot Scheiner, surround mix engineer; Bob Ludwig, surround mastering engineer; Bill Levenson & Elliot Scheiner, surround producers (Derek & The Dominos)",True
1090,2011,"Best Engineered Album, Classical",Aldridge: Elmer Gantry,,"Byeong-Joon Hwang & John Newton, engineers; Jesse Lewis, mastering engineer (William Boggs, Keith Phares, Patricia Risley, Vale Rideout, Frank Kelley, Heather Buck, Florentine Opera Chorus & Milwaukee Symphony Orchestra)",True
1091,2011,"Producer Of The Year, Classical",Judith Sherman,,,True
1092,2011,Best Orchestral Performance,Brahms: Symphony No. 4,,"Gustavo Dudamel, conductor; Chris Alder, producer; Fred Vogler, engineer/mixer (Los Angeles Philharmonic)",True
1093,2011,Best Opera Recording,Adams: Doctor Atomic,,"Alan Gilbert, conductor; Jay David Saks, producer; Meredith Arwady, Sasha Cooke, Richard Paul Fink, Gerald Finley, Thomas Glenn & Eric Owens, soloists (Metropolitan Opera Chorus; Metropolitan Opera Orchestra)",True
1094,2011,Best Choral Performance,Light & Gold,,"Eric Whitacre, conductor; Raphaël Mouterde, producer; Andrew Mellor, engineer/mixer (The King's Singers, Laudibus, Pavão Quartet & The Eric Whitacre Singers)",True
1095,2011,Best Small Ensemble Performance,Mackey: Lonely Motel - Music From Slide,,"David Frost, producer; Eighth Blackbird (Matt Albert, Matthew Duvall, Lisa Kaplan, Michael J. Maccaferri, Tim Munro & Nicholas Photinos), ensembles; Tom Lazarus, Mat Lejeune, Bill Maylone & Jon Zacks, engineers/mixers",True
1096,2011,Best Classical Instrumental Solo,Schwantner: Concerto For Percussion & Orchestra,,"Christopher Lamb; Giancarlo Guerrero, conductor (Nashville Symphony)",True
1097,2011,Best Classical Vocal Solo,Diva Divo,,"Joyce DiDonato, soloist; Daniel Zalay, producer (Kazushi Ono; Orchestre De L'Opéra National De Lyon)",True
1098,2011,Best Contemporary Classical  Composition,"Aldridge, Robert: Elmer Gantry",,"Robert Aldridge & Herschel Garfein, composers",True
1099,2011,Best Short Form Music Video,Rolling In The Deep,Adele,"Sam Brown, video director; Hannah Chandler, video producer",True
1100,2011,Best Long Form Music Video,Foo Fighters: Back And Forth,Foo Fighters,"James Moll, video director; James Moll & Nigel Sinclair, video producers",True
1101,2010,Record Of The Year,Need You Now,Lady Antebellum,"Lady Antebellum (Dave Haywood, Charles Kelley & Hillary Scott) & Paul N. Worley, producers; L Clarke Schleicher, engineer/mixer",True
1102,2010,Album Of The Year,The Suburbs,Arcade Fire,"Arcade Fire (William Butler, Win Butler, Régine Chassagne, Jeremy Gara, Timothy Kingsbury, Sarah Neufeld & Richard Reed Parry) & Markus Dravs, producers; Arcade Fire (William Butler, Win Butler, Régine Chassagne, Jeremy Gara, Timothy Kingsbury, Sarah Neufeld & Richard Reed Parry), Markus Dravs, Mark Lawson & Craig Silvey, engineers/mixers; George Marino, mastering engineer",True
1103,2010,Song Of The Year,Need You Now,,"Dave Haywood, Josh Kear, Charles Kelley & Hillary Scott, songwriters (Lady Antebellum)",True
1104,2010,Best New Artist,Esperanza Spalding,,,True
1105,2010,Best Female Pop Vocal Performance,Bad Romance,Lady Gaga,,True
1106,2010,Best Male Pop Vocal Performance,Just The Way You Are,Bruno Mars,,True
1107,2010,Best Pop Performance By A Duo Or Group With Vocals,"Hey, Soul Sister (Live)",Train,,True
1108,2010,Best Pop Collaboration With Vocals,Imagine,"Herbie Hancock, Pink, India.Arie, Seal, Konono No 1, Jeff Beck & Oumou Sangare",,True
1109,2010,Best Pop Instrumental Performance,Nessun Dorma,Jeff Beck,,True
1110,2010,Best Pop Instrumental Album,Take Your Pick,Larry Carlton & Tak Matsumoto,"Larry Carlton & Tak Matsumoto, producers; Hiroyuki Kobayashi & Nick Sparks, engineers/mixers",True
1111,2010,Best Pop Vocal Album,The Fame Monster,Lady Gaga,"Lady Gaga & RedOne, producers; Robert Orton, RedOne & Dave Russell, engineers/mixers",True
1112,2010,Best Dance Recording,Only Girl (In The World),Rihanna,"Kuk Harrell, Stargate (Mikkel Eriksen & Tor Hermansen) & Sandy Vee, producers; Philip Tan & Sandy Vee, mixers",True
1113,2010,Best Electronic/Dance Album,La Roux,La Roux,"La Roux, producers; Serban Ghenea, John Hanes & Ian Sherwin, engineers/mixers",True
1114,2010,Best Traditional Pop Vocal Album,Crazy Love,Michael Bublé,"David Foster, producer; Humberto Gatica & Jochem van der Saag, engineers/mixers",True
1115,2010,Best Solo Rock Vocal Performance,Helter Skelter,Paul McCartney,,True
1116,2010,Best Rock Performance By A Duo Or Group With Vocals,Tighten Up,The Black Keys,,True
1117,2010,Best Hard Rock Performance,New Fang,Them Crooked Vultures,,True
1118,2010,Best Metal Performance,El Dorado,Iron Maiden,,True
1119,2010,Best Rock Instrumental Performance,Hammerhead,Jeff Beck,,True
1120,2010,Best Rock Song,Angry World,,"Neil Young, songwriter (Neil Young)",True
1121,2010,Best Rock Album,The Resistance,Muse,"Muse, producers; Adrian Bushby & Mark Stent, engineers/mixers",True
1122,2010,Best Alternative Music Album,Brothers,"Black Keys, The","The Black Keys & Mark Neill, producers; Tchad Blake & Mark Neill, engineers/mixers",True
1123,2010,Best Female R&B Vocal Performance,Bittersweet,Fantasia,,True
1124,2010,Best Male R&B Vocal Performance,There Goes My Baby,Usher,,True
1125,2010,Best R&B Performance By A Duo Or Group With Vocals,Soldier Of Love,Sade,,True
1126,2010,Best Traditional R&B Vocal Performance,Hang On In There,John Legend & The Roots,,True
1127,2010,Best Urban/Alternative Performance,Fuck You,Cee Lo Green,,True
1128,2010,Best R&B Song,Shine,,"John Legend, songwriter (John Legend & The Roots)",True
1129,2010,Best R&B Album,Wake Up!,John Legend & The Roots,"John Legend, producer; Jimmy Douglass & Alex Venguer, engineers/mixers",True
1130,2010,Best Contemporary R&B Album,Raymond V Raymond,Usher,"Ian Cross, engineer/mixer",True
1131,2010,Best Rap Solo Performance,Not Afraid,Eminem,,True
1132,2010,Best Rap Performance By A Duo Or Group,On To The Next One,Jay-Z & Swizz Beatz,,True
1133,2010,Best Rap/Sung Collaboration,Empire State Of Mind,Jay-Z & Alicia Keys,,True
1134,2010,Best Rap Song,Empire State Of Mind,,"Shawn Carter, Angela Hunte, Alicia Keys, Janet Sewell & Alexander Shuckburgh, songwriters (Jay-Z & Alicia Keys)",True
1135,2010,Best Rap Album,Recovery,Eminem,"Eminem & Mike Strange, engineers/mixers",True
1136,2010,Best Female Country Vocal Performance,The House That Built Me,Miranda Lambert,,True
1137,2010,Best Male Country Vocal Performance,'Til Summer Comes Around,Keith Urban,,True
1138,2010,Best Country Performance By A Duo Or Group With Vocals,Need You Now,Lady Antebellum,,True
1139,2010,Best Country Collaboration With Vocals,As She's Walking Away,Zac Brown Band & Alan Jackson,,True
1140,2010,Best Country Instrumental Performance,Hummingbyrd,Marty Stuart,,True
1141,2010,Best Country Song,Need You Now,,"Dave Haywood, Josh Kear, Charles Kelley & Hillary Scott, songwriters (Lady Antebellum)",True
1142,2010,Best Country Album,Need You Now,Lady Antebellum,"Lady Antebellum & Paul N. Worley, producers; L Clarke Schleicher, engineer/mixer",True
1143,2010,Best New Age Album,Miho: Journey To The Mountain,Paul Winter Consort,"Dixon Van Winkle, producer; Akira Kato & Dixon Van Winkle, engineers/mixers",True
1144,2010,Best Contemporary Jazz Album,The Stanley Clarke Band,The Stanley Clarke Band,"Lenny White, producer; Gerry ""The Gov"" Brown & Dennis MacKay, engineers/mixers",True
1145,2010,Best Jazz Vocal Album,Eleanora Fagan (1915-1959): To Billie With Love From Dee Dee,Dee Dee Bridgewater,"Dee Dee Bridgewater, producer; Al Schmitt, engineer/mixer",True
1146,2010,Best Improvised Jazz Solo,A Change Is Gonna Come,,"Herbie Hancock, soloist",True
1147,2010,"Best Jazz Instrumental Album, Individual or Group",Moody 4B,James Moody,"Michael P. Patterson, producer; Jonathan Rosenberg, engineer/mixer",True
1148,2010,Best Large Jazz Ensemble Album,Mingus Big Band Live At Jazz Standard,Mingus Big Band,"Seth Abramson, producer; Duke Markos & Tom Swift, engineers/mixers",True
1149,2010,Best Latin Jazz Album,Chucho's Steps,Chucho Valdés And The Afro-Cuban Messengers,"Orestes Ávila, engineer/mixer",True
1150,2010,Best Gospel Performance,Grace,BeBe & CeCe Winans,,True
1151,2010,Best Gospel Song,It's What I Do,,"Jerry Peters & Kirk Whalum, songwriters (Kirk Whalum & Lalah Hathaway)",True
1152,2010,Best Rock Or Rap Gospel Album,Hello Hurricane,Switchfoot,"Mike Elizondo & Switchfoot, producers; Adam Hawkins, Ryan Peterson, Alan Sanderson, Switchfoot, Darrell Thorp, Shane Wilson & Craig Zarkos, engineers/mixers",True
1153,2010,Best Pop/Contemporary Gospel Album,Love God. Love People.,Israel Houghton,"Israel Houghton, Aaron Lindsey & Tommy Sims, producers; Danny Duncan, Tommy Sims & James Wadell, engineers/mixers",True
1154,2010,"Best Southern, Country, Or Bluegrass Gospel Album",The Reason,Diamond Rio,"Michael D. Clute & Diamond Rio, producers; Michael D. Clute, engineer/mixer",True
1155,2010,Best Traditional Gospel Album,Downtown Church,Patty Griffin,"Buddy Miller, producer; Buddy Miller & Mike Poole, engineers/mixers",True
1156,2010,Best Contemporary R&B Gospel Album,Still,BeBe & CeCe Winans,"Ron Gillyard, BeBe Winans & CeCe Winans, producers",True
1157,2010,Best Latin Pop Album,Paraiso Express,Alejandro Sanz,"Tomás Torres, producer; Bob Clearmountain, Mike Couzzi, Lee Levin, Andres Saavedra & Dan Warner, engineers/mixers",True
1158,2010,"Best Latin Rock, Alternative Or Urban Album",El Existential,Grupo Fantasma,"Brendan Burke & Grupo Fantasma, engineers/mixers",True
1159,2010,Best Tropical Latin Album,Viva La Tradición,Spanish Harlem Orchestra,"Dave Kowalski, engineer/mixer",True
1160,2010,Best Tejano Album,Recuerdos,Little Joe & La Familia,"Gilbert Velasquez, engineer/mixer",True
1161,2010,Best Norteño Album,Classic,Intocable,"Ramón Ayala, producer; Edgar ""Pilo"" Cavazos, Chuy Flores, Marco Gamboa, Oscar ""Welito"" González & Alejandro Gulmar, engineers/mixers",True
1162,2010,Best Banda Album,Enamórate De Mí,El Güero Y Su Banda Centanario,"Ramon Gonzalez Mora, producer; Michael Esparza, Rafael Guevara & Abelardo Rivera, engineers/mixers",True
1163,2010,Best Americana Album,You Are Not Alone,Mavis Staples,"Jeff Tweedy, producer; Tom Schick, engineer/mixer",True
1164,2010,Best Bluegrass Album,Mountain Soul II,Patty Loveless,"Emory L. Gordy, Jr., producer; Drew Bollman & George Massenburg, engineers/mixers",True
1165,2010,Best Traditional Blues Album,Joined At The Hip,Pinetop Perkins & Willie 'Big Eyes' Smith,"Michael Freeman, producer; Blaise Barton & Michael Freeman, engineers/mixers",True
1166,2010,Best Contemporary Blues Album,Living Proof,Buddy Guy,"Tom Hambridge, producer; Ducky Carlisle, Tom Hambridge & Vance Powell, engineers/mixers",True
1167,2010,Best Traditional Folk Album,Genuine Negro Jig,Carolina Chocolate Drops,"Joe Henry, producer; Ryan Freeland, engineer/mixer",True
1168,2010,Best Contemporary Folk Album,God Willin' & The Creek Don't Rise,Ray LaMontagne And The Pariah Dogs,"Ryan Freeland, engineer/mixer",True
1169,2010,Best Hawaiian Music Album,Huana Ke Aloha,Tia Carrere,"Daniel Ho & Amy Ku'uleialoha Stillman, producers; Daniel Ho, engineer/mixer",True
1170,2010,Best Native American Music Album,2010 Gathering Of Nations Pow Wow: A Spirit's Dance,(Various Artists),"Derek Mathews, Lita Mathews & Melonie Mathews, producers; Evren Göknar, engineer/mixer",True
1171,2010,Best Zydeco Or Cajun Music Album,Zydeco Junkie,Chubby Carrier And The Bayou Swamp Band,"Ivan Klisanin, producer; Ivan Klisanin, engineer/mixer",True
1172,2010,Best Reggae Album,Before The Dawn,Buju Banton,"Buju Banton, producer; Austin Green, Linford Marshall & Jermaine Reid, engineers/mixers",True
1173,2010,Best Traditional World Music Album,Ali And Toumani,Ali Farka Touré & Toumani Diabaté,"Nick Gold, producer; Jerry Boys, engineer/mixer",True
1174,2010,Best Contemporary World Music Album,"Throw Down Your Heart , Africa Sessions Part 2: Unreleased Tracks",Béla Fleck,"Béla Fleck, producer; Wellington Bowler & Dave Sinko, engineers/mixers",True
1175,2010,Best Musical Album For Children,Tomorrow's Children,Pete Seeger With The Rivertown Kids And Friends,"David Bernz, Daniel Einbender & Travis Jeffrey, producers; Pete Seeger",True
1176,2010,Best Spoken Word Album For Children,"Julie Andrews' Collection Of Poems, Songs, And Lullabies",Julie Andrews & Emma Walton Hamilton,"Michele McGonigle, producer; John Colucci, Cynthia Daniels & Tommy Harron, engineers/mixers",True
1177,2010,"Best Spoken Word Album (Includes Poetry, Audio Books & Story Telling)",The Daily Show With Jon Stewart Presents Earth (The Audiobook),"Jon Stewart (With  Samantha Bee, Wyatt Cenac, Jason Jones, John Oliver & Sigourney Weaver)","Rory Albanese, Steve Bodow, David Javerbaum, Josh Lieb, John McElroy & Jon Stewart, producers; Charles de Montebello & Tim Lester, engineers/mixers",True
1178,2010,Best Comedy Album,Stark Raving Black,Lewis Black,"Benjamin Brewer, Jack Gulick & Jack Vaughn, producers; Tom Efinger, Eric Gitelson & Steve Ivanyi, engineers/mixers",True
1179,2010,Best Musical Show Album,American Idiot - Featuring Green Day,,"Billie Joe Armstrong, producer; Chris Dugan & Chris Lord-Alge, engineers/mixers (Original Broadway Cast With John Gallagher, Jr., Michael Esper & Others)",True
1180,2010,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Crazy Heart,(Various Artists),"Stephen Bruton & T Bone Burnett, producers",True
1181,2010,"Best Score Soundtrack Album For Motion Picture, Television Or Other Visual Media",Toy Story 3,,"Randy Newman, composer; David Boucher, engineer/mixer (Randy Newman)",True
1182,2010,"Best Song Written For Motion Picture, Television Or Other Visual Media",The Weary Kind (From Crazy Heart),"Ryan Bingham & T Bone Burnett, songwriters (Ryan Bingham)",,True
1183,2010,Best Instrumental Composition,The Path Among The Trees,,"Billy Childs, composer (Billy Childs Ensemble)",True
1184,2010,Best Instrumental Arrangement,Carlos,,"Vincent Mendoza, arranger (John Scofield, Vince Mendoza & Metropole Orkest)",True
1185,2010,Best Instrumental Arrangement Accompanying Vocalist(s),Baba Yetu,,"Christopher Tin, arranger (Christopher Tin, Soweto Gospel Choir & Royal Philharmonic Orchestra)",True
1186,2010,Best Recording Package,Brothers,,"Michael Carney, art director (The Black Keys)",True
1187,2010,Best Boxed Or Special Limited Edition Package,Under Great White Northern Lights (Limited Edition Box Set),,"Rob Jones & Jack White, art directors (The White Stripes)",True
1188,2010,Best Album Notes,Keep An Eye On The Sky,,"Robert Gordon, album notes writer (Big Star)",True
1189,2010,Best Historical Album,The Beatles (The Original Studio Recordings),,"Jeff Jones & Allan Rouse, compilation producers; Paul Hicks, Sean Magee, Guy Massey, Sam Okell & Steve Rooke, mastering engineers (The Beatles)",True
1190,2010,"Best Engineered Album, Non-Classical",Battle Studies,,"Michael H. Brauer, Joe Ferla, Chad Franscoviak & Manny Marroquin, engineers (John Mayer)",True
1191,2010,"Producer Of The Year, Non-Classical",Danger Mouse,,,True
1192,2010,"Best Remixed Recording, Non-Classical",Revolver (David Guetta's One Love Club Remix),,"Afrojack & David Guetta, remixers (Madonna)",True
1193,2010,Best Surround Sound Album,Britten's Orchestra,,"Keith O. Johnson, surround mix engineer; Keith O. Johnson, surround mastering engineer; David Frost, surround producer (Michael Stern & Kansas City Symphony)",True
1194,2010,"Best Engineered Album, Classical",Daugherty: Metropolis Symphony; Deus Ex Machina,,"Mark Donahue, John Hill & Dirk Sobotka, engineers (Giancarlo Guerrero & Nashville Symphony Orchestra)",True
1195,2010,"Best Engineered Album, Classical","Porter, Quincy: Complete Viola Works",,"Leslie Ann Jones, Kory Kruckenberg, Brandie Lane & David Sabee, engineers (Eliesha Nelson & John McLaughlin Williams)",False
1196,2010,"Producer Of The Year, Classical",David Frost,,,True
1197,2010,Best Classical Album,Verdi: Requiem,,"Duain Wolfe, chorus master; Riccardo Muti, conductor; Christopher Alder, producer",True
